impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K24-173584,A719344,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,9 WEEKS,Male,Domestic Mediumhair,Brn Tabby,1-Nov-24,Received on,23600 block of  138TH AVE SE,KENT,WA,98042,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719344,Image Copyright HLP Inc. 2024,Received on: 2024-11-01<p/> Found Near: 23600 block of  138TH AVE SE<p/> Description: Brn Tabby Male Domestic Mediumhair Cat<p/> Age: 9 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K24-173334,A718865,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Giles,Cat,8 WEEKS,Male,Domestic Shorthair,Black / White,25-Oct-24,Received on,31000 block of  144TH AVE SE,KENT,WA,98042,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718865,Image Copyright HLP Inc. 2024,Received on: 2024-10-25<p/> Found Near: 31000 block of  144TH AVE SE<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 8 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K24-173407,A718976,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2865000,In Public Home,,Cat,Under 1 year<p/>,Female,American Shorthair,Unknown,25-Oct-24,Date Found,SE  384th St & 188th Ave SE,King County,,98092,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2865000,Image Copyright HLP Inc. 2024,"Description: 2 kittens One with Himalayan coloring and blue eyes, the other tuxedo, both medium hair both with short to no tails.<p/>Age: Under 1 year<p/>Found Near: SE 384th and 188th Ave SE, Auburn WA  98092<p/>Found Date: 2024-10-25<p/>",
K24-173037,A718314,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2861303,LOST,Jersey,Dog,Over 1 year<p/>,Male,American Pit Bull Terrier,Brown,18-Oct-24,Date Lost,West  Tiger Mountain NRCA,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2861303,Image Copyright HLP Inc. 2024,"Description: Brindle coat. Brown and black stripes. Brown eyes. Large snout. 60lbs. Friendly but shy. Short coat, long tail, castrated male, droopy ears<p/>Age: Over 1 year<p/>Location Lost: Tiger Mountain, Issaquah WA  98027<p/>Lost Date: 2024-10-18<p/>",
K24-172741,A717832,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2856599,LOST,Babygirl,Dog,Over 1 year<p/>,Female,German Shepherd,Black,7-Oct-24,Date Lost,23900 block of  132ND AVE SE,Kent,,98042,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2856599,Image Copyright HLP Inc. 2024,"Description: She has brindle on her legs and a bit of white on her chest, May have been Lost with her leash and collar.<p/>Age: Over 1 year<p/>Location Lost: 23907 132nd Ave SE, Kent WA  98042<p/>Lost Date: 2024-10-07<p/>",
K24-172887,A718100,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2858862,In Public Home,,Dog,Unknown<p/>,Unknown,Pit Bull,Brown,15-Oct-24,Date Found,33100 block of  10TH PL SW,Federal Way,,98023,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2858862,Image Copyright HLP Inc. 2024,Description: I’m not a dog person but I know it’s a pit bull <p/>Age: Unknown<p/>Found Near: 33100 block of  10TH PL SW<p/>Found Date: 2024-10-15<p/>,
K24-172951,A718187,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A718187,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ellis,Cat,11 WEEKS,Neutered Male,Domestic Shorthair,Black / White,16-Oct-24,Received on,20400 block of  PACIFIC HWY S,SEATAC,WA,98188,SEATAC,47.418777,-122.296542,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718187,Image Copyright HLP Inc. 2024,"Received on: 2024-10-16<p/> Found Near: 20400 block of  PACIFIC HWY S<p/> Description: Black / White Neutered Male Domestic Shorthair Cat<p/> Age: 11 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K24-173638,A719430,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719430,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sloth,Cat,7 WEEKS,Female,Domestic Shorthair,Black,3-Nov-24,Received on,32700 block of  RAILROAD AVE,BLACK DIAMOND,WA,98010,BLACK DIAMOND,47.308578,-122.00652,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719430,Image Copyright HLP Inc. 2024,"Received on: 2024-11-03<p/> Found Near: 32700 block of  RAILROAD AVE<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 7 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K24-173390,A718938,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,8 WEEKS,Male,Domestic Longhair,Blk Smoke,27-Oct-24,Received on,300 block of  UPLAND DR,TUKWILA,WA,98188,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718938,Image Copyright HLP Inc. 2024,Received on: 2024-10-27<p/> Found Near: 300 block of  UPLAND DR<p/> Description: Blk Smoke Male Domestic Longhair Cat<p/> Age: 8 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K24-173380,A718923,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Grady,Dog,NO AGE,Neutered Male,Siberian Husky,Black / White,27-Oct-24,Received on,11200 block of  SE 244TH ST,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718923,Image Copyright HLP Inc. 2024,Received on: 2024-10-27<p/> Found Near: 11200 block of  SE 244TH ST<p/> Description: Black / White Neutered Male Siberian Husky Dog<p/> Age: NO AGE<p/> Current Location: In RASKC Foster Home <p/>,
K24-173667,A719483,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719483,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,6 MONTHS,Male,Chihuahua - Smooth Coated / Mix,Br Brindle / White,4-Nov-24,Received on,10800 block of  SE 248TH ST,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719483,Image Copyright HLP Inc. 2024,"Received on: 2024-11-04<p/> Found Near: 10800 block of  SE 248TH ST<p/> Description: Br Brindle / White Male Chihuahua - Smooth Coated / Mix Dog<p/> Age: 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K24-173637,A719428,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719428,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Serval,Cat,7 WEEKS,Female,Domestic Shorthair,Tortie,3-Nov-24,Received on,32700 block of  RAILROAD AVE,BLACK DIAMOND,WA,98010,BLACK DIAMOND,47.308578,-122.00652,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719428,Image Copyright HLP Inc. 2024,"Received on: 2024-11-03<p/> Found Near: 32700 block of  RAILROAD AVE<p/> Description: Tortie Female Domestic Shorthair Cat<p/> Age: 7 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K24-173126,A718483,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A718483,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Amethyst,Dog,2 YEARS,Spayed Female,Pit Bull / Mix,Brown / White,21-Oct-24,Received on,1200 block of  CENTRAL AVE N,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718483,Image Copyright HLP Inc. 2024,"Received on: 2024-10-21<p/> Found Near: 1200 block of  CENTRAL AVE N<p/> Description: Brown / White Spayed Female Pit Bull / Mix Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K24-173427,A719012,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A719012,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Star,Cat,11 MONTHS,Spayed Female,Domestic Shorthair,Black / White,28-Oct-24,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719012,Image Copyright HLP Inc. 2024,"Received on: 2024-10-28<p/> Description: Black / White<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 11 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Star and I am available for adoption!<p/><p/>You can visit me at the Pet Adoption Center on weekdays from 12:00 pm to 5:00 pm, Saturdays and Sundays from 12:00 pm to 4:00 pm. <p/><p/>The Pet Adoption Center is located at 21615 64th Ave S, Kent, WA 98032.<p/><p/>Come and visit me today, I'd love to go home with you!<p/>",
K24-172241,A716966,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2850685,LOST,Bella,Cat,Unknown<p/>,Female,Domestic Longhair,Unknown,24-Sep-24,Date Lost,1700 block of  22ND WAY NORTHEAST AUBURN WASHINGTON,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2850685,Image Copyright HLP Inc. 2024,"<p/>Age: Unknown<p/>Location Lost: 1702 22nd way northeast Auburn Washington , Auburn WA  98002<p/>Lost Date: 2024-09-24<p/>",
K24-173524,A719262,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2866450,LOST,Blue,Cat,Over 1 year<p/>,Male,Himalayan,White,27-Oct-24,Date Lost,25900 block of  189TH CT SE,Covington,,98042,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2866450,Image Copyright HLP Inc. 2024,"Description: Blue is a Ojos Azules white with grey striping and very blue eyes his hair is medium short, he is rather thin at the time he got Lost.<p/>Age: Over 1 year<p/>Location Lost: 25931 189th Ct SE, Kent WA  98042<p/>Lost Date: 2024-10-27<p/>",
K24-173433,A701006,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,Zeus,Deceased Dog,1 YEAR 2 MONTHS,Male,Mastiff,Brown / Black,28-Oct-24,Received on,700 block of  RAILROAD AVE S,KENT,WA,98032,KENT,,,,Image Copyright HLP Inc. 2024,Received on: 2024-10-28<p/> Found Near: 700 block of  RAILROAD AVE S<p/> Description: Brown / Black Male Mastiff Dog<p/> Age: 1 YEAR 2 MONTHS<p/>,
K24-173393,A718941,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A718941,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Barn Cat Brita,Barn Cat,5 YEARS,Spayed Female,Domestic Shorthair,Brn Tabby,27-Oct-24,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718941,Image Copyright HLP Inc. 2024,"Received on: 2024-10-27<p/> Description: Brn Tabby<p/>  Spayed Female Domestic Shorthair Barn Cat<p/> Age: 5 YEARS<p/> Adoption Fee: $0.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Barn Cat Brita and I am a ""Working Cat"". I am seeking a home where I can put my hunting skills to work! <p/><p/>I am a cat that has never been socialized with humans so I will avoid you at all cost. Please allow me my space so that I can feel the most comfortable while acclimating to your space. <p/><p/>If you have never had working cats before, please reach out to barncatsrus@gmail.com to get all of the resources you will need to set up before you bring me home.<p/>",
K24-173385,A718932,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A718932,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Cohen,Cat,4 MONTHS,Male,Domestic Shorthair,Brn Tabby,27-Oct-24,Received on,6800 block of  S 262ND ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718932,Image Copyright HLP Inc. 2024,"Received on: 2024-10-27<p/> Found Near: 6800 block of  S 262ND ST<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K24-173494,A719152,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719152,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Tabasco,Cat,12 WEEKS,Male,Domestic Shorthair,Black / White,30-Oct-24,Received on,26200 block of  78TH AVE S,KENT,WA,98032,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719152,Image Copyright HLP Inc. 2024,"Received on: 2024-10-30<p/> Found Near: 26200 block of  78TH AVE S<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 12 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K24-173164,A718520,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2862484,LOST,Kirby,Cat,Over 1 year<p/>,Male,Bengal,Brown,12-Oct-24,Date Lost,6000 block of  6TH AVE NW,Seattle,,98107,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2862484,Image Copyright HLP Inc. 2024,"Description: No collar or microchip. Darker strip of fur down back/spine. Tail twitches/vibrates often <p/>Age: Over 1 year<p/>Location Lost: 6048 6th Ave NW, Seattle WA  98107<p/>Lost Date: 2024-10-12<p/>",
K24-173720,A719577,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719577,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,3 YEARS,Female,Domestic Shorthair,Black / White,5-Nov-24,Received on,16400 block of  SE 166TH TER,RENTON,WA,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719577,Image Copyright HLP Inc. 2024,"Received on: 2024-11-05<p/> Found Near: 16400 block of  SE 166TH TER<p/> Description: Black / White Female Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K24-172375,A713902,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Rhye,Cat,4 MONTHS,Neutered Male,Domestic Shorthair,Brn Tabby,10-Aug-24,Received on,21615 64TH AVE S,KENT,WA,98032,TUKWILA,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A713902,Image Copyright HLP Inc. 2024,"Received on: 2024-08-10<p/> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Adoption Fee: $100.00<p/> Current Location: In RASKC Foster Home <p/>Black female- `Fig`<p/>Super sweet! Wants all your attention and cuddles. Will roll around at your feet and loves to play!<p/>Table male `Rhye`<p/>SO FAST, troublemaker, always hungry, cutest little boy who just wants to PLAY! Strong engine purr!<p/>",
K24-173052,A718331,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2861507,LOST,Suvarana (ak,Dog,Over 1 year<p/>,Female,Havanese,Brown,18-Oct-24,Date Lost,CARLETON  AVE S & S WILLOW ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2861507,Image Copyright HLP Inc. 2024,"Description: She is a small havanese Yorki, 6 years old. No collar. Shy with men, very clingy with women.<p/>Age: Over 1 year<p/>Location Lost: Carleton Ave S & S Willow St, Seattle WA  98108<p/>Lost Date: 2024-10-18<p/>",
K24-173428,A719013,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A719013,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Barn Cat Logan,Barn Cat,3 YEARS,Neutered Male,Domestic Mediumhair,Black / White,28-Oct-24,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719013,Image Copyright HLP Inc. 2024,"Received on: 2024-10-28<p/> Description: Black / White<p/>  Neutered Male Domestic Mediumhair Barn Cat<p/> Age: 3 YEARS<p/> Adoption Fee: $0.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Logan and I am a ""Working Cat"". I am seeking a home where I can put my hunting skills to work! <p/><p/>I was brought in my a good samaritan on October 28, 2024.<p/><p/>I am a cat that has never been socialized with humans so I will avoid you at all cost. Please allow me my space so that I can feel the most comfortable while acclimating to your space.<p/><p/>If you have never had working cats before, please reach out to barncatsrus@gmail.com to get all of the resources you will need to set up before you bring me home.<p/>",
K24-173512,A719213,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2866181,LOST,Jackson,Cat,Over 1 year<p/>,Male,Domestic Mediumhair,Unknown,28-Oct-24,Date Lost,3500 block of  S 251ST ST,KENT,,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2866181,Image Copyright HLP Inc. 2024,"Description: Light orange tabby.  White nose/face. Orange/brown spots on the bottom of  both heels. Very friendly and we miss him terribly!<p/>Age: Over 1 year<p/>Location Lost: 3523 S 251st St. Kent , Kent WA  98032<p/>Lost Date: 2024-10-28<p/>",
K24-173400,A718952,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A718952,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Barn Cat Wutang,Barn Cat,3 YEARS,Neutered Male,Domestic Longhair,Black / White,27-Oct-24,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718952,Image Copyright HLP Inc. 2024,"Received on: 2024-10-27<p/> Description: Black / White<p/>  Neutered Male Domestic Longhair Barn Cat<p/> Age: 3 YEARS<p/> Adoption Fee: $0.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Wutang and I am a ""Working Cat"". I am seeking a home where I can put my hunting skills to work! <p/><p/>I was brought into RASKC on October 27, 2024 by my owner after they were moving.<p/><p/>I have always been a fearful cat and not very snuggly. I am a cat that has had some interactions with humans and lived with other cats. I'm likely interested in being pet and handled, but only on my terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>If you have never had working cats before, please reach out to barncatsrus@gmail.com to get all of the resources you will need to set up before you bring me home.<p/>",
