impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Memo_cleaned
K24-172960,A718196,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2859319,LOST,Ottis,Dog,1.5,Male,Chihuahua - Smooth Coated,Black,16-Oct-24,Date Lost,30400 block of  1ST PL S,Federal Way,,98003.0,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2859319,Image Copyright HLP Inc. 2024,"Description:  Chiweenie (Chihuahua and a Dachshund) Old, skinny small, cataracts make him blind Lost afternoon 10/16/24 1st Place S Federal Way<p/>Age: Over 1 year<p/>Location Lost: 30438 1st Pl S, Federal Way WA  98003<p/>Lost Date: 2024-10-16<p/>",chiweenie chihuahua dachshund skinny small cataracts make blind lost afternoon place federal way federal way
K24-172740,A717831,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A717831,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Emmy,Dog,3.0,Spayed Female,Pit Bull,Gray / White,9-Oct-24,Received on,6300 block of  S 212TH ST,KENT,WA,98032.0,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A717831,Image Copyright HLP Inc. 2024,"Received on: 2024-10-09<p/> Found Near: 6300 block of  S 212TH ST<p/> Description: Gray / White Spayed Female Pit Bull Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",gray white spayed female pit bull dog pet adoption center kent
K24-172930,A718166,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A718166,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Barn Cat Kitty,Barn Cat,3.0,Spayed Female,Domestic Shorthair,Calico,16-Oct-24,Received on,21100 block of  31ST AVE S,SEATAC,WA,98198.0,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718166,Image Copyright HLP Inc. 2024,"Received on: 2024-10-16<p/> Found Near: 21100 block of  31ST AVE S<p/> Description: Calico Spayed Female Domestic Shorthair Barn Cat<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",calico spayed female domestic shorthair barn cat pet adoption center kent
K24-172860,A718000,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2858272,LOST,Butters,Cat,0.5,Male,American Shorthair,Unknown,2-Oct-24,Date Lost,21500 block of  SE 16th Pl,Sammamish,,98075.0,SAMMAMISH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2858272,Image Copyright HLP Inc. 2024,"Description: Light orange stripes, male tabby<p/>Age: Under 1 year<p/>Location Lost: 21502 16th place west , Lynnwood WA  98036<p/>Lost Date: 2024-10-02<p/>",light orange stripes male tabby place west lynnwood
K24-173287,A718769,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A718769,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Quartz,Dog,6.0,Neutered Male,Pit Bull,Tan / White,24-Oct-24,Received on,900 block of  4TH AVE N,KENT,WA,98032.0,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718769,Image Copyright HLP Inc. 2024,"Received on: 2024-10-24<p/> Found Near: 900 block of  4TH AVE N<p/> Description: Tan / White Neutered Male Pit Bull Dog<p/> Age: 6 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",n tan white neutered male pit bull dog pet adoption center kent
K24-172886,A718099,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A718099,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Bruce,Dog,5.0,Male,Boxer / Mix,Tan / Black,15-Oct-24,Received on,11600 block of  SE KENT KANGLEY RD,KENT,WA,98030.0,KENT,47.373788,-122.196562,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718099,Image Copyright HLP Inc. 2024,"Received on: 2024-10-15<p/> Found Near: 11600 block of  SE KENT KANGLEY RD<p/> Description: Tan / Black Male Boxer / Mix Dog<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",kent kangley tan black male boxer mix dog pet adoption center kent
K24-173134,A715205,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Bear,Cat,0.19230769230769232,Neutered Male,Domestic Shorthair,Black,29-Aug-24,Received on,21615 64TH AVE S,KENT,WA,98032.0,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A715205,Image Copyright HLP Inc. 2024,Received on: 2024-08-29<p/> Description: Black Neutered Male Domestic Shorthair Cat<p/> Age: 10 WEEKS<p/> Adoption Fee: $100<p/> Current Location: In RASKC Foster Home <p/><p/>,black neutered male domestic shorthair cat raskc foster home
K24-172376,A713901,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Fig,Cat,0.3333333333333333,Spayed Female,Domestic Shorthair,Black,10-Aug-24,Received on,21615 64TH AVE S,KENT,WA,98032.0,TUKWILA,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A713901,Image Copyright HLP Inc. 2024,"Received on: 2024-08-10<p/> Description: Black Spayed Female Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Adoption Fee: $100.00<p/> Current Location: In RASKC Foster Home <p/>Black female- `Fig`<p/>Super sweet! Wants all your attention and cuddles. Will roll around at your feet and loves to play!<p/>Table male `Rhye`<p/>SO FAST, troublemaker, always hungry, cutest little boy who just wants to PLAY! Strong engine purr!<p/>",black spayed female domestic shorthair cat raskc foster home black female figsuper sweet wants attention cuddles roll feet loves playtable male rhyeso fast troublemaker hungry cutest little boy wants play strong engine purr
K24-172369,A717196,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2852207,In Public Home,,Rabbit,,Unknown,,Unknown,28-Sep-24,Date Found,21800 block of  SE 268TH ST,Maple Valley,,98038.0,MAPLE VALLEY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2852207,Image Copyright HLP Inc. 2024,"Description: Short haired, gray, black and white with a small gray mohawk.<p/>Age: Unknown<p/>Found Near: 21800 block of  SE 268TH ST<p/>Found Date: 2024-09-28<p/>",short haired gray black white small gray mohawk
K24-173706,A719564,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719564,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,2.0,Male,Domestic Shorthair,Gray / White,5-Nov-24,Received on,31000 block of  157TH PL SE,KENT,WA,98042.0,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719564,Image Copyright HLP Inc. 2024,"Received on: 2024-11-05<p/> Found Near: 31000 block of  157TH PL SE<p/> Description: Gray / White Male Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",gray white male domestic shorthair cat pet adoption center kent
K24-173678,A719501,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719501,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,,Female,Domestic Shorthair,Black,4-Nov-24,Received on,13000 block of  48TH AVE S,TUKWILA,WA,98168.0,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719501,Image Copyright HLP Inc. 2024,"Received on: 2024-11-04<p/> Found Near: 13000 block of  48TH AVE S<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",black female domestic shorthair cat pet adoption center kent
K24-172648,A717682,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2855588,LOST,,Cat,1.5,Female,American Shorthair,Unknown,1-Oct-24,Date Lost,High  Point Dr SW & 29th Ave SW,Seattle,,98126.0,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2855588,Image Copyright HLP Inc. 2024,"Description: 12yr old female muted calico. Missing collar, but she is chipped. Colors: White, grey & brown. Green/Yellow eyes. White nose, mouth, chest & front paws, grey/brown coloration over eyes, ears, back, rear legs and tail. Pink nose.<p/>Age: Over 1 year<p/>Location Lost: High Point Dr SW and 29th Ave SW, Seattle WA  98126<p/>Lost Date: 2024-10-01<p/>",yr female muted calico missing collar chipped colors white grey brown greenyellow eyes white nose mouth chest front paws greybrown coloration eyes ears back rear legs tail pink nose high point dr seattle
K24-173650,A718250,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A718250,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Helena,Dog,3.0,Spayed Female,Pit Bull,Gray / White,3-Nov-24,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718250,Image Copyright HLP Inc. 2024,"Received on: 2024-11-03<p/> Description: Gray / White<p/>  Spayed Female Pit Bull Dog<p/> Age: 3 YEARS<p/> Adoption Fee: $50.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Helena and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on October 17th.<p/><p/>I weigh ~70 lbs and am considered a ""large breed"" dog.<p/><p/>It has been noted by my previous adopter that I am NOT a fan of other dogs. I would do best in a house as an only pet.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home! I like to show off my tricks and play them on you as well.<p/><p/>PLEASE note that I can be VERY strong on leash when I want something.<p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/>",gray white spayed female pit bull dog pet adoption center kent helena available adoptioni good samaritan october thi weigh considered large breed dogit noted previous adopter fan dogs best house peti affectionate lovebug thrilled cuddle home tricks play wellplease note strong leash want somethingi full energy love play calm people calm best exercise mind busyi spirited dog funloving personality working manners best family willing work help become best dog
K24-173356,A718898,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A718898,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Chuu,Cat,0.4166666666666667,Male,Domestic Mediumhair,Brn Tabby / White,26-Oct-24,Received on,17300 block of  SOUTHCENTER PKWY,TUKWILA,WA,98188.0,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718898,Image Copyright HLP Inc. 2024,"Received on: 2024-10-26<p/> Found Near: 17300 block of  SOUTHCENTER PKWY<p/> Description: Brn Tabby / White Male Domestic Mediumhair Cat<p/> Age: 5 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",southcenter pkwy brn tabby white male domestic mediumhair cat pet adoption center kent
K24-173558,A719302,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2866557,In Public Home,Tokyo,Dog,1.5,Male,Alaskan Husky,White,31-Oct-24,Date Found,148th  Ave SE & SE 28th St,Bellevue,,98007.0,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2866557,Image Copyright HLP Inc. 2024,"Description: Medium-to-large dog…all white with blonde highlights…perhaps Husky/Lab mix…very handsome animal with excellent conformation. The dog is very friendly and sociable…somewhat strong-willed and flighty. Appears to be about three years old…well-groomed and obviously well-cared for. No microchip…no license…just a tag with “Tokyo” on one side and a (206) xxx-xxxx phone number on the other side…”The wireless caller is unavailable, try again later.”<p/>Age: Over 1 year<p/>Found Near: 148th St SE and 28th St SE, Bellevue WA  98007<p/>Found Date: 2024-10-31<p/>",mediumtolarge dogall white blonde highlightsperhaps huskylab mixvery handsome animal excellent conformation dog friendly sociablesomewhat strongwilled flighty appears three oldwellgroomed obviously wellcared microchipno licensejust tag tokyo one side xxxxxxx phone number sidethe wireless caller unavailable try later bellevue
K24-173735,A719651,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719651,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,,Male,Alaskan Malamute / Mix,Black / White,6-Nov-24,Received on,24500 block of  RUSSELL RD S,KENT,WA,98032.0,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719651,Image Copyright HLP Inc. 2024,"Received on: 2024-11-06<p/> Found Near: 24500 block of  RUSSELL RD S<p/> Description: Black / White Male Alaskan Malamute / Mix Dog<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",russell black white male alaskan malamute mix dog pet adoption center kent
K24-173284,A718757,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2863340,In Public Home,,Dog,0.5,Unknown,Havanese,Brown,22-Oct-24,Date Found,"COVINGTON, COVINGTON",TALL TI,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2863340,Image Copyright HLP Inc. 2024,"Description: Small, flat face, tan, brown, and black<p/>Age: Under 1 year<p/>Found Near: Covington, Tall timbers , Kent WA  98042<p/>Found Date: 2024-10-22<p/>",small flat face tan brown black covington tall timbers kent
